agegr,province,gndr,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023
35-39,Сэлэнгэ,0,,,,,,,,,,,,,,,,,,3157,3125,4043,3217,3409,2880,3010,4152,3618,3442,3463,2675,2861,2126,3059
35-39,Сэлэнгэ,1,,,,,,,,,,,,,,,,,,3241,3515,3106,3011,3509,3024,2155,3170,3554,3521,1611,1528,2815,2074,1306
35-39,Төв,0,,,,,,,,,,,,,,,,,,3007,3496,3020,3534,3133,3142,3475,3089,3589,2833,1809,1440,2329,2785,2541
35-39,Төв,1,,,,,,,,,,,,,,,,,,2673,3295,3763,2604,3194,3453,3614,3542,3472,3033,2561,3785,2312,2659,2791
35-39,Дорнод,0,,,,,,,,,,,,,,,,,,1505,2039,2487,2281,2849,2770,3087,2815,2622,3366,2387,3065,4360,2163,3689
35-39,Дорнод,1,,,,,,,,,,,,,,,,,,1570,1517,1772,2409,2061,2380,2479,2530,1697,1918,2639,2433,2579,2639,3964
35-39,Сүхбаатар,0,,,,,,,,,,,,,,,,,,2452,1869,2277,1955,1890,2093,2523,1920,2441,2546,2367,2007,2674,2433,2175
35-39,Сүхбаатар,1,,,,,,,,,,,,,,,,,,2191,2321,2370,2273,2089,1677,2121,2018,2713,2649,1798,2040,2041,1329,2272
35-39,Хэнтий,0,,,,,,,,,,,,,,,,,,1836,1388,2052,2428,2809,2355,2358,3050,2313,2647,2311,1809,3487,3736,2745
35-39,Хэнтий,1,,,,,,,,,,,,,,,,,,2051,1975,2961,2328,2808,3033,2419,2289,1902,2724,1751,1415,3930,2778,3024
35-39,Улаанбаатар,0,,,,,,,,,,,,,,,,,,33764,33974,33124,31250,33859,46108,45414,44568,46660,43889,49089,49212,53944,52712,56101
35-39,Улаанбаатар,1,,,,,,,,,,,,,,,,,,31358,32945,30930,32846,32930,38804,39654,37118,39641,39576,40379,37774,45416,41200,38088
35-39,Улаанбаатар,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52712,56101
35-39,Улаанбаатар,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41200,38088
35-39,Хан-Уул,0,,,,,,,,,,,,,,,,,,3860,3301,5193,3364,3451,4177,4727,5006,5318,6269,5190,4586,7336,8970,7627
35-39,Хан-Уул,1,,,,,,,,,,,,,,,,,,2419,2771,3174,3556,3934,4726,4355,5063,3783,5197,4560,1638,5303,7250,3310
35-39,Багануур Багахангай,0,,,,,,,,,,,,,,,,,,1130,814,525,1369,698,1256,881,412,918,939,1530,1510,661,994,719
35-39,Багануур Багахангай,1,,,,,,,,,,,,,,,,,,1579,1001,957,1196,626,1294,685,570,651,608,2317,2711,1075,820,710
35-39,Баянзүрх,0,,,,,,,,,,,,,,,,,,7869,7225,6887,7960,8810,11871,10773,11869,11743,12964,14918,18748,13532,14276,13568
35-39,Баянзүрх,1,,,,,,,,,,,,,,,,,,7283,7226,7916,8527,7472,8393,9594,9139,12126,12256,10151,10546,12331,11557,10890
35-39,Налайх,0,,,,,,,,,,,,,,,,,,437,955,727,955,827,1083,1094,1278,1011,1405,,,,998,1077
35-39,Налайх,1,,,,,,,,,,,,,,,,,,356,995,714,958,737,942,1094,962,630,1157,,,,665,1370
35-39,Баянгол,0,,,,,,,,,,,,,,,,,,5126,5954,5107,5058,5594,7209,7349,7372,7206,6350,8802,9660,9992,8851,11279
35-39,Баянгол,1,,,,,,,,,,,,,,,,,,4904,6191,5438,5748,5883,6608,6988,6455,6124,5322,7080,9459,6535,6918,8514
35-39,Сүхбаатар,0,,,,,,,,,,,,,,,,,,3939,4126,3594,3508,3085,5324,4409,4661,4648,3508,4833,2048,4341,4755,5321
35-39,Сүхбаатар,1,,,,,,,,,,,,,,,,,,3944,4238,3338,3369,3420,4140,4342,4418,3493,2252,3222,1280,2685,3651,2617
35-39,Чингэлтэй,0,,,,,,,,,,,,,,,,,,3735,3838,3297,3507,4271,5852,4190,3993,4749,4786,4887,3395,3166,3486,4274
35-39,Чингэлтэй,1,,,,,,,,,,,,,,,,,,3641,3557,2801,3593,3804,3984,3806,3300,4160,3940,4116,3772,3160,3320,2934
35-39,Сонгинохайрхан,0,,,,,,,,,,,,,,,,,,7668,7761,7794,5529,7123,9336,11991,9977,11067,7668,8929,9265,14916,10381,12237
35-39,Сонгинохайрхан,1,,,,,,,,,,,,,,,,,,7232,6966,6592,5899,7054,8717,8790,7211,8674,8844,8933,8368,14328,7018,7744
40-44,country,0,,,,,,,,,,,,,,,,,,81581,82548,84700,74541,87060,87996,92417,96448,106932,104957,98950,87814,77107,94499,94643
40-44,country,1,,,,,,,,,,,,,,,,,,86930,87017,83105,77006,85615,88372,91645,92700,101615,102159,90931,86707,84719,88064,87894
40-44,Баян-Өлгий,0,,,,,,,,,,,,,,,,,,3504,3666,2683,2855,3949,3366,3128,4009,4165,4946,1708,1897,3976,3739,2756
40-44,Баян-Өлгий,1,,,,,,,,,,,,,,,,,,2595,3500,2651,2769,3440,3435,3483,3639,3967,4205,1509,2296,3137,2698,2128
40-44,Говь-Алтай,0,,,,,,,,,,,,,,,,,,2415,2253,2763,2019,1864,2025,2215,2352,2208,2099,1285,1820,1126,2329,1313
40-44,Говь-Алтай,1,,,,,,,,,,,,,,,,,,1608,2400,2247,1994,1486,1903,2076,1808,2195,2509,1916,2339,1500,1014,1381
40-44,Завхан,0,,,,,,,,,,,,,,,,,,2494,2749,3021,2506,2132,3120,2947,2812,3499,2572,2297,1931,2428,2145,2895
40-44,Завхан,1,,,,,,,,,,,,,,,,,,2090,3072,3463,2550,2267,2859,2327,3083,2818,2380,1903,1767,3706,3934,1458
40-44,Увс,0,,,,,,,,,,,,,,,,,,4048,3243,3672,2773,3070,2376,3042,2925,3184,2848,2504,3650,3307,2373,1891
40-44,Увс,1,,,,,,,,,,,,,,,,,,5061,3396,3959,3194,2868,2683,2522,2974,2980,2692,2173,1603,4209,1934,2990
40-44,Ховд,0,,,,,,,,,,,,,,,,,,2435,2674,3031,2565,2444,2997,2967,3565,3282,3036,3958,1840,1853,2364,2858
40-44,Ховд,1,,,,,,,,,,,,,,,,,,2630,2184,2892,2362,1991,2619,3101,3343,3135,3579,3021,2886,2568,2824,1307
40-44,Архангай,0,,,,,,,,,,,,,,,,,,2403,3742,3794,2807,4039,3396,3325,2965,3345,2297,3667,2500,2741,4074,2937
40-44,Архангай,1,,,,,,,,,,,,,,,,,,4099,4470,4074,3067,3905,3302,4367,4189,3546,3272,2359,3729,4438,3949,2104
40-44,Баянхонгор,0,,,,,,,,,,,,,,,,,,2631,3152,3082,1933,2422,2668,2919,3506,2354,2577,2139,4251,1097,2367,2656
40-44,Баянхонгор,1,,,,,,,,,,,,,,,,,,2729,3314,3085,2340,2297,2732,3488,3203,2753,3537,2523,2937,2882,4171,3696
40-44,Булган,0,,,,,,,,,,,,,,,,,,2264,2125,2635,2262,2439,2348,2229,2480,1996,2449,1671,1422,1894,1462,1276
40-44,Булган,1,,,,,,,,,,,,,,,,,,2855,1684,1849,1353,2114,2177,2105,1966,2454,2620,2335,1266,2195,2028,1825
40-44,Орхон,0,,,,,,,,,,,,,,,,,,2982,3469,2711,3131,2921,3495,2841,3505,2670,2805,2720,2867,3295,2658,2850
40-44,Орхон,1,,,,,,,,,,,,,,,,,,3732,3238,3660,2992,3086,3523,2779,3625,3104,2592,2144,2369,3176,3079,2514
40-44,Өвөрхангай,0,,,,,,,,,,,,,,,,,,3923,4054,3720,3878,4212,4545,3907,3835,3596,4610,3641,2828,3325,2305,1740
40-44,Өвөрхангай,1,,,,,,,,,,,,,,,,,,4473,4110,4210,4130,3829,4490,3410,2665,4626,4902,3320,2723,2267,3070,2322
40-44,Хөвсгөл,0,,,,,,,,,,,,,,,,,,4574,4848,3985,4734,3894,3749,3764,4566,5355,4841,7389,4143,3036,4827,4642
40-44,Хөвсгөл,1,,,,,,,,,,,,,,,,,,4573,4882,4069,4564,4953,4079,4348,5592,3642,4672,2710,2129,2445,2934,4525
40-44,Говьсүмбэр,0,,,,,,,,,,,,,,,,,,599,252,436,336,519,322,564,606,678,427,545,502,535,380,758
40-44,Говьсүмбэр,1,,,,,,,,,,,,,,,,,,590,505,600,121,399,286,499,685,741,616,545,657,257,173,431
40-44,Дархан-Уул,0,,,,,,,,,,,,,,,,,,3702,2749,2848,2078,1985,2357,3342,2787,3384,2113,3353,3156,2477,2382,1893
40-44,Дархан-Уул,1,,,,,,,,,,,,,,,,,,4107,2665,2701,2594,3185,3223,3632,3179,3354,3075,4145,2524,1987,2584,1971
40-44,Дорноговь,0,,,,,,,,,,,,,,,,,,1552,2220,1849,1561,2041,2053,2164,2998,2327,2587,2698,2045,951,1386,2763
40-44,Дорноговь,1,,,,,,,,,,,,,,,,,,1552,1693,1706,1874,2338,2353,1966,2280,2152,2478,3402,1442,2166,1473,2066
40-44,Дундговь,0,,,,,,,,,,,,,,,,,,1548,1355,2156,1476,1418,1745,1466,1357,1725,1672,1763,1015,1395,2084,1280
40-44,Дундговь,1,,,,,,,,,,,,,,,,,,1569,2210,1896,1598,1494,1782,1741,1510,1572,1574,1934,819,1760,2044,1617
40-44,Өмнөговь,0,,,,,,,,,,,,,,,,,,2398,1829,1528,1490,2171,2254,2223,2007,2567,2039,1692,1816,2097,2146,3715
40-44,Өмнөговь,1,,,,,,,,,,,,,,,,,,2152,1983,2304,1981,2287,2067,2275,2248,2160,1883,2216,2635,2062,1481,2907
40-44,Сэлэнгэ,0,,,,,,,,,,,,,,,,,,2949,3638,3377,2439,2957,3227,3229,3268,4338,3952,3106,1047,3283,1781,1050
40-44,Сэлэнгэ,1,,,,,,,,,,,,,,,,,,3718,3907,3468,2518,3392,2554,3559,2765,2835,3448,3200,1755,1328,1531,1509
40-44,Төв,0,,,,,,,,,,,,,,,,,,1934,2800,4177,3293,3087,2912,2888,3588,3180,3013,4373,2091,1891,3524,4763
40-44,Төв,1,,,,,,,,,,,,,,,,,,2745,2577,3129,3199,2585,2838,3159,3620,3007,2964,4942,2200,2265,2322,2896
40-44,Дорнод,0,,,,,,,,,,,,,,,,,,1444,1591,1580,1381,1621,2051,2158,2114,2558,2280,1988,2586,2629,2051,3936
40-44,Дорнод,1,,,,,,,,,,,,,,,,,,1373,2191,1999,1590,1635,2282,2893,2124,1905,2011,1432,2221,2186,2108,3031
40-44,Сүхбаатар,0,,,,,,,,,,,,,,,,,,1960,1898,1644,2209,1736,1983,1987,2109,1870,2299,1874,787,2645,1859,2129
40-44,Сүхбаатар,1,,,,,,,,,,,,,,,,,,1643,1956,1498,1985,1606,1876,2185,2211,1813,2233,2462,1328,2717,2238,2876
40-44,Хэнтий,0,,,,,,,,,,,,,,,,,,1539,1228,3653,1587,2885,2285,2646,2671,2208,3130,2834,2035,3182,3661,2371
40-44,Хэнтий,1,,,,,,,,,,,,,,,,,,1790,1327,1802,1798,2815,2594,2755,2430,2521,2578,2974,2836,2845,3408,3243
40-44,Улаанбаатар,0,,,,,,,,,,,,,,,,,,28283,27013,26355,25228,33254,32722,36466,36423,46443,46365,41745,41585,27945,42601,42170
40-44,Улаанбаатар,1,,,,,,,,,,,,,,,,,,29246,29753,25843,26433,31643,32715,32975,33561,44335,42339,37766,42246,32624,37066,39096
40-44,Улаанбаатар,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42601,42170
40-44,Улаанбаатар,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37066,39096
40-44,Хан-Уул,0,,,,,,,,,,,,,,,,,,2163,2713,2606,2217,3272,3836,4328,5461,5534,4810,4875,3930,4788,7004,6044
40-44,Хан-Уул,1,,,,,,,,,,,,,,,,,,2778,2744,2641,2367,3052,4100,3209,4946,6455,5030,5347,6222,3069,5038,5900
40-44,Багануур Багахангай,0,,,,,,,,,,,,,,,,,,973,1098,1263,679,1071,1015,678,676,861,641,2591,1048,735,1058,673
40-44,Багануур Багахангай,1,,,,,,,,,,,,,,,,,,779,1252,1345,1190,1132,948,877,939,762,775,1760,1731,886,1161,496
40-44,Баянзүрх,0,,,,,,,,,,,,,,,,,,7292,6646,5461,5988,7623,5307,8583,8959,13417,13957,13842,8536,5293,10197,9553
40-44,Баянзүрх,1,,,,,,,,,,,,,,,,,,6467,6135,4963,5867,7920,5721,6476,7680,13063,11345,11536,9374,8381,9517,9363
40-44,Налайх,0,,,,,,,,,,,,,,,,,,888,1202,968,306,993,792,1170,834,922,956,,,,1064,1468
40-44,Налайх,1,,,,,,,,,,,,,,,,,,808,1088,790,528,732,919,1095,1488,1025,1106,,,,1264,1121
40-44,Баянгол,0,,,,,,,,,,,,,,,,,,4711,3988,4582,4332,6181,7362,6428,5631,7286,5331,4211,9257,7556,6715,5308
40-44,Баянгол,1,,,,,,,,,,,,,,,,,,5705,4734,5358,4636,6096,7019,5337,4665,5865,6182,4784,4629,4082,5087,7297
40-44,Сүхбаатар,0,,,,,,,,,,,,,,,,,,3715,3193,2901,3696,3218,4160,3504,3027,3969,4352,3347,2561,2562,2972,4798
40-44,Сүхбаатар,1,,,,,,,,,,,,,,,,,,3224,4292,2854,3753,3488,3093,3487,2265,4096,4427,5082,5633,4477,3736,4014
40-44,Чингэлтэй,0,,,,,,,,,,,,,,,,,,2494,2895,2762,3070,3846,3421,3186,3996,3970,4028,4759,4149,2149,4233,3016
40-44,Чингэлтэй,1,,,,,,,,,,,,,,,,,,3149,3199,2635,3803,3032,3181,4219,4306,4347,3979,4115,3898,4425,2490,2849
40-44,Сонгинохайрхан,0,,,,,,,,,,,,,,,,,,6047,5278,5812,4940,7050,6829,8589,7839,10484,12290,8120,12104,4861,9358,11309
40-44,Сонгинохайрхан,1,,,,,,,,,,,,,,,,,,6336,6309,5257,4289,6191,7734,8275,7272,8722,9495,5142,10759,7303,8773,8056
45-49,country,0,,,,,,,,,,,,,,,,,,73657,73177,71727,66143,74809,73107,76661,79276,87108,89278,84108,80427,76113,85964,81572
45-49,country,1,,,,,,,,,,,,,,,,,,79135,72615,76580,69615,76245,79927,83617,84589,89447,93018,82020,88260,76500,84444,86835
45-49,Баян-Өлгий,0,,,,,,,,,,,,,,,,,,2279,2341,3196,2067,2535,2763,2405,2679,3587,3993,1588,1964,1804,3211,3235
45-49,Баян-Өлгий,1,,,,,,,,,,,,,,,,,,2584,1905,2705,2294,2472,2887,2829,2956,2757,4443,1700,2805,900,2290,2265
45-49,Говь-Алтай,0,,,,,,,,,,,,,,,,,,1336,1802,1542,1496,1553,1832,2086,1357,1691,2462,2145,1623,1389,1502,1574
45-49,Говь-Алтай,1,,,,,,,,,,,,,,,,,,2261,1113,1820,1370,1375,1953,2071,1713,1393,2234,2182,1868,2341,1462,2057
45-49,Завхан,0,,,,,,,,,,,,,,,,,,2187,2716,2597,2755,2140,1771,2100,2361,2301,2386,2147,2299,2500,2909,3053
45-49,Завхан,1,,,,,,,,,,,,,,,,,,2592,2940,2624,2611,2063,2971,2738,2154,2617,2822,2663,3381,1876,1418,1504
45-49,Увс,0,,,,,,,,,,,,,,,,,,3170,2857,3213,2715,2795,2424,1920,2448,2589,2500,2689,1339,3597,3106,1918
45-49,Увс,1,,,,,,,,,,,,,,,,,,2174,2628,3038,3428,2628,2737,2601,2989,2632,2909,2799,2316,3198,3085,1797
45-49,Ховд,0,,,,,,,,,,,,,,,,,,2596,2648,3102,2053,2633,2066,2895,2437,2554,2855,1645,2339,3179,4224,2186
45-49,Ховд,1,,,,,,,,,,,,,,,,,,2235,2550,2696,1729,2739,1867,2923,3356,2041,2259,2709,1678,1763,2954,1601
45-49,Архангай,0,,,,,,,,,,,,,,,,,,2640,3793,3743,2348,3209,2977,3815,3351,3610,3329,2195,3672,4815,4198,1791
45-49,Архангай,1,,,,,,,,,,,,,,,,,,1370,3001,3724,2308,3325,3714,3339,2611,2730,3718,1909,3426,3312,4024,2578
45-49,Баянхонгор,0,,,,,,,,,,,,,,,,,,1747,2193,2516,1991,2123,2208,2548,2512,3002,2917,2277,3330,1396,2588,2808
45-49,Баянхонгор,1,,,,,,,,,,,,,,,,,,2521,1801,2622,1952,2406,2387,1868,2968,2935,3524,1758,4039,1698,3977,3022
45-49,Булган,0,,,,,,,,,,,,,,,,,,2179,2552,1771,1940,2165,2103,1712,1552,2361,2075,2311,1040,2235,1771,1542
45-49,Булган,1,,,,,,,,,,,,,,,,,,1828,2832,1557,1343,2463,2245,1944,1297,2081,2243,2565,1758,1303,2609,2577
45-49,Орхон,0,,,,,,,,,,,,,,,,,,2858,2624,1876,2589,2923,3126,2355,3374,2834,2338,2681,2222,2969,2253,1907
45-49,Орхон,1,,,,,,,,,,,,,,,,,,3044,3031,2334,2933,2803,3646,2708,3094,2991,3898,3234,3033,2654,2264,2788
45-49,Өвөрхангай,0,,,,,,,,,,,,,,,,,,3699,3018,3389,3935,3124,3178,3489,2860,4470,3741,2761,2598,2497,2641,2389
45-49,Өвөрхангай,1,,,,,,,,,,,,,,,,,,3510,2939,3205,3215,3240,3073,3313,2856,4228,3472,2157,2265,2911,2643,3012
45-49,Хөвсгөл,0,,,,,,,,,,,,,,,,,,4481,3553,3413,3154,3490,3414,4162,3563,3269,4897,2147,2420,1440,3366,2441
45-49,Хөвсгөл,1,,,,,,,,,,,,,,,,,,3779,4118,4082,3839,3629,3420,3280,3620,4024,4284,3082,2572,3408,4295,6149
45-49,Говьсүмбэр,0,,,,,,,,,,,,,,,,,,577,255,354,125,305,258,265,278,406,731,344,679,307,482,424
45-49,Говьсүмбэр,1,,,,,,,,,,,,,,,,,,168,373,394,247,423,350,458,346,515,716,604,429,673,757,578
45-49,Дархан-Уул,0,,,,,,,,,,,,,,,,,,2965,2461,2456,2084,2803,2646,2606,2415,2633,3111,3414,2584,2376,3082,2715
45-49,Дархан-Уул,1,,,,,,,,,,,,,,,,,,3348,2575,2735,2216,2256,2673,3004,2523,2749,2632,2966,4382,3621,2525,2218
45-49,Дорноговь,0,,,,,,,,,,,,,,,,,,1443,1838,1191,1732,1971,1553,1737,1816,2572,1952,3208,2625,2418,2089,1944
45-49,Дорноговь,1,,,,,,,,,,,,,,,,,,1447,1885,1150,1467,1773,1537,1802,1990,1939,1670,3017,1134,1574,2860,2299
45-49,Дундговь,0,,,,,,,,,,,,,,,,,,1608,2431,1442,1383,1523,1353,1478,1360,1386,1546,1446,1095,1046,2086,1551
45-49,Дундговь,1,,,,,,,,,,,,,,,,,,1676,1749,1143,1440,1458,1554,1123,1756,1491,1615,1502,1622,1365,1968,1885
45-49,Өмнөговь,0,,,,,,,,,,,,,,,,,,1515,1254,1339,1528,1484,1726,1564,2364,2099,2251,2351,2048,1333,2398,2059
45-49,Өмнөговь,1,,,,,,,,,,,,,,,,,,2140,1539,1629,986,1148,2273,2354,1988,2339,3017,1379,1343,1359,1366,940
45-49,Сэлэнгэ,0,,,,,,,,,,,,,,,,,,3443,3042,2891,2851,3249,2616,3039,2480,3767,3166,3155,2378,1872,1709,2239
45-49,Сэлэнгэ,1,,,,,,,,,,,,,,,,,,4010,3176,3008,3024,2727,2630,2636,2964,4663,4117,2816,1925,2480,1151,1740
45-49,Төв,0,,,,,,,,,,,,,,,,,,2969,2721,3097,2546,2283,2339,3512,2768,3121,3263,3628,2294,2787,2499,1442
45-49,Төв,1,,,,,,,,,,,,,,,,,,3937,2816,3201,2672,2740,3398,3639,3430,2901,4546,2839,3354,1977,2826,2732
45-49,Дорнод,0,,,,,,,,,,,,,,,,,,1575,1702,1685,1212,986,1861,1320,2067,1673,1872,1573,2105,1303,1342,2588
45-49,Дорнод,1,,,,,,,,,,,,,,,,,,1359,1976,1890,1417,1680,1765,1801,2228,2832,1758,2864,3205,3126,1736,1928
45-49,Сүхбаатар,0,,,,,,,,,,,,,,,,,,1338,1844,1448,1540,1340,1623,1590,1826,1697,2125,2255,2354,1829,1240,2202
45-49,Сүхбаатар,1,,,,,,,,,,,,,,,,,,1725,1566,2229,1634,1417,1631,1262,1910,1918,1435,1813,2431,1803,1339,2173
45-49,Хэнтий,0,,,,,,,,,,,,,,,,,,1726,872,1334,1452,2359,2558,2253,2375,1741,2066,2561,2086,2233,2081,2657
45-49,Хэнтий,1,,,,,,,,,,,,,,,,,,1661,1614,1879,1725,2309,2522,2643,2230,2148,2185,2596,2150,1630,2213,2907
45-49,Улаанбаатар,0,,,,,,,,,,,,,,,,,,25326,24660,24132,22647,27816,26712,27810,31033,33745,33702,35587,35333,30789,35188,36906
45-49,Улаанбаатар,1,,,,,,,,,,,,,,,,,,29766,24488,26915,25765,29171,28694,33281,33610,35523,33521,32866,37144,31529,34682,38084
45-49,Улаанбаатар,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35188,36906
45-49,Улаанбаатар,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34682,38084
45-49,Хан-Уул,0,,,,,,,,,,,,,,,,,,2763,2502,2059,2261,2452,3437,3183,4186,3600,3721,5662,3930,8878,3564,3453
45-49,Хан-Уул,1,,,,,,,,,,,,,,,,,,2039,2708,2653,2942,2615,3090,4013,4873,4333,4157,2988,1965,6492,5653,6476
45-49,Багануур Багахангай,0,,,,,,,,,,,,,,,,,,600,817,899,919,746,729,756,680,743,738,1001,1048,878,975,528
45-49,Багануур Багахангай,1,,,,,,,,,,,,,,,,,,411,433,1003,958,784,884,1047,717,787,909,1318,1842,1957,566,1082
45-49,Баянзүрх,0,,,,,,,,,,,,,,,,,,5196,5881,5034,5693,7637,7352,5646,6910,12013,7418,6612,7198,8391,8498,12418
45-49,Баянзүрх,1,,,,,,,,,,,,,,,,,,6553,5634,6573,6236,7412,6933,6580,9107,9049,8607,6304,8035,7178,5948,11843
45-49,Налайх,0,,,,,,,,,,,,,,,,,,808,616,778,267,500,817,895,1106,1041,834,,,,532,1438
45-49,Налайх,1,,,,,,,,,,,,,,,,,,321,733,584,356,760,808,1126,993,1052,832,,,,432,1020
45-49,Баянгол,0,,,,,,,,,,,,,,,,,,3769,3401,4229,3604,5148,4405,4225,4481,4143,5550,3442,7446,3474,5901,5861
45-49,Баянгол,1,,,,,,,,,,,,,,,,,,4051,3410,4478,3842,5736,5249,5079,5079,5786,5620,3253,9257,3878,6003,4645
45-49,Сүхбаатар,0,,,,,,,,,,,,,,,,,,2409,3452,2855,2971,3052,2232,3261,3754,3676,3494,3717,4097,3193,4840,3840
45-49,Сүхбаатар,1,,,,,,,,,,,,,,,,,,4713,3514,4229,3491,2971,3504,3484,2737,3829,3684,4214,5377,2811,4161,2792
45-49,Чингэлтэй,0,,,,,,,,,,,,,,,,,,2855,2699,3237,3267,2977,2836,3331,2348,2779,3855,2701,3395,2021,3569,3017
45-49,Чингэлтэй,1,,,,,,,,,,,,,,,,,,3737,2782,2202,3948,3967,2803,4074,2962,3418,3230,4503,3646,2526,4316,3100
45-49,Сонгинохайрхан,0,,,,,,,,,,,,,,,,,,6926,5292,5041,3665,5304,4904,6513,7568,5750,8092,12452,8219,3955,7311,6351
45-49,Сонгинохайрхан,1,,,,,,,,,,,,,,,,,,7941,5274,5193,3992,4926,5423,7878,7142,7269,6482,10286,7022,6687,7603,7125
50-54,country,0,,,,,,,,,,,,,,,,,,44709,50587,51211,48263,51303,58120,61766,64852,71689,71098,60515,58347,58514,59777,65168
50-54,country,1,,,,,,,,,,,,,,,,,,39808,44353,43036,49151,55556,54180,57889,60700,71469,71353,63154,61702,67635,66874,73596
50-54,Баян-Өлгий,0,,,,,,,,,,,,,,,,,,1426,1318,2104,1723,1688,1834,2419,2043,1972,2408,1737,2114,1298,1945,2249
50-54,Баян-Өлгий,1,,,,,,,,,,,,,,,,,,1238,1347,1690,1681,1489,1640,1829,1962,1970,2625,1982,837,1128,1762,2637
50-54,Говь-Алтай,0,,,,,,,,,,,,,,,,,,1868,983,908,1023,976,1268,1260,1339,1324,1564,1810,1008,1339,971,711
50-54,Говь-Алтай,1,,,,,,,,,,,,,,,,,,1158,1555,1032,1416,1249,1366,1540,1254,1427,1588,1222,1089,1677,973,1220
50-54,Завхан,0,,,,,,,,,,,,,,,,,,1124,2003,1827,1866,1569,2557,1495,1849,1902,1764,1094,1692,1617,1416,1725
50-54,Завхан,1,,,,,,,,,,,,,,,,,,786,1379,1128,2139,1608,2111,1731,1545,1697,1884,1192,1780,1473,3308,2776
50-54,Увс,0,,,,,,,,,,,,,,,,,,1460,1355,1820,2092,1847,2330,2503,1664,2241,2750,2196,1771,2667,1232,1592
50-54,Увс,1,,,,,,,,,,,,,,,,,,1769,1727,1292,1510,1494,1901,1934,1166,1702,1963,2082,2070,1260,1124,2210
50-54,Ховд,0,,,,,,,,,,,,,,,,,,1944,1210,1650,1552,1376,1468,2155,2683,1500,1937,1253,670,2639,971,2163
50-54,Ховд,1,,,,,,,,,,,,,,,,,,1963,1610,1183,1464,1287,1265,1735,2036,1674,2186,2263,816,3049,1327,2717
50-54,Архангай,0,,,,,,,,,,,,,,,,,,1989,2018,2337,1857,2177,2268,2750,2470,2778,2720,2850,2653,1614,1725,2484
50-54,Архангай,1,,,,,,,,,,,,,,,,,,1559,1535,2477,2264,2019,1775,1895,2015,3077,2546,2121,2862,2724,2856,3350
50-54,Баянхонгор,0,,,,,,,,,,,,,,,,,,1656,1444,1355,1352,1480,1265,1594,1837,1926,2284,1622,1473,1274,2723,1638
50-54,Баянхонгор,1,,,,,,,,,,,,,,,,,,1815,1586,1542,1121,1268,1168,1182,1151,1627,1663,1937,1627,2135,2875,1183
50-54,Булган,0,,,,,,,,,,,,,,,,,,1559,1604,1512,714,1910,1913,1231,1387,1956,2304,3132,1909,1182,1464,2795
50-54,Булган,1,,,,,,,,,,,,,,,,,,1213,1501,991,1253,1650,1518,1357,1901,2219,1727,2408,2098,1384,1147,2903
50-54,Орхон,0,,,,,,,,,,,,,,,,,,1425,1486,1977,1853,1831,2084,1809,2225,2838,2541,2522,2036,2523,1343,1442
50-54,Орхон,1,,,,,,,,,,,,,,,,,,870,1640,1164,1979,1802,1766,2188,2748,3167,2417,2577,1815,2351,1590,1349
50-54,Өвөрхангай,0,,,,,,,,,,,,,,,,,,1720,2497,2510,1532,2180,2401,2697,3060,3947,2868,2617,1947,1989,2816,3059
50-54,Өвөрхангай,1,,,,,,,,,,,,,,,,,,1889,1271,1662,1768,2762,1944,2880,2402,2951,3504,2761,1688,3419,1476,3466
50-54,Хөвсгөл,0,,,,,,,,,,,,,,,,,,1616,3054,2749,2433,2554,1700,2970,2416,2347,2664,3497,2491,4983,1424,4449
50-54,Хөвсгөл,1,,,,,,,,,,,,,,,,,,1642,2109,2369,2460,2730,1728,2951,2242,2873,2775,5690,2503,4464,2353,3628
50-54,Говьсүмбэр,0,,,,,,,,,,,,,,,,,,167,370,316,0,181,199,254,408,500,348,399,338,494,192,439
50-54,Говьсүмбэр,1,,,,,,,,,,,,,,,,,,168,130,93,81,157,190,375,279,407,617,318,296,370,199,398
50-54,Дархан-Уул,0,,,,,,,,,,,,,,,,,,952,2222,1921,2131,1329,1720,2043,1798,2150,2176,2076,1646,2037,2187,2101
50-54,Дархан-Уул,1,,,,,,,,,,,,,,,,,,808,1585,1759,1865,2284,2423,1891,2050,2347,1876,2133,2272,2294,3379,2074
50-54,Дорноговь,0,,,,,,,,,,,,,,,,,,1217,1544,890,1457,1414,1387,1449,1356,1608,1195,1585,837,806,2584,1180
50-54,Дорноговь,1,,,,,,,,,,,,,,,,,,710,871,908,1384,1432,1172,1297,1925,1529,1345,1167,1798,729,1572,1044
50-54,Дундговь,0,,,,,,,,,,,,,,,,,,738,916,1248,1220,1203,1401,1232,1304,1278,1433,1449,1431,1576,1694,640
